g1f3
e7e6
d2d4
d7d5
c2c4
f8e7
b1c3
g8f6
c1f4
b7b6
e2e3
c8b7
c4d5
f6d5
c3d5
b7d5
a1c1
c7c5
d1a4
d5c6
f1b5
d8d7
b5c6
b8c6
d4c5
e7c5
c1d1
d7b7
e1g1
e8g8
a4e4
a8d8
b2b4
d8d1
f1d1
c5e7
b4b5
f8d8
d1d4
c6a5
e4b7
a5b7
d4d8
e7d8
f3e5
g8f8
e5c6
f8e8
c6a7
f7f6
e3e4
b7a5
a2a4
e8d7
f4d2
a5b3
d2e3
b3a5
h2h4
h7h5
g1f1
d8c7
f1e2
a5c4
a7c6
c4b2
e3d4
b2a4
e4e5
a4c5
f2f3
f6e5
c6e5
d7e8
g2g4
c5b3
d4b2
h5g4
f3g4
e8f8
h4h5
b3a5
e2d3
f8g8
e5f3
a5b7
b2a3
b7d6
a3d6
c7d6
f3g5
g7g6
d3e4
g6h5
g4h5
d6b4
e4f4
b4d2
f4g4
g8g7
g5e6
g7h7
e6f4
d2c3
f4e2
c3e1
e2d4
h7g7
d4f3
e1c3
f3g1
c3b4
g4f5
g7h7
f5f4
b4c3
g1h3
c3b4
h3g5
h7h6
f4g4
b4c3
g5e6
c3e1
e6f4
e1b4
f4g6
b4c5
g4h4
c5e3
g6e5
e3f2
h4g4
f2c5
e5c6
c5g1
c6b8
g1e3
g4f3
e3c5
b8d7
c5e7
d7b6
h6h5
b6a4
h5g6
a4c3
e7d8
c3d5
g6f5
b5b6
d8b6
d5b6
