d2d4
e7e6
e2e4
d7d5
e4d5
e6d5
b1c3
f8e7
g1f3
g8f6
f1d3
b8c6
a2a3
e8g8
h2h3
f8e8
c1e3
e7f8
a1b1
a7a6
e1g1
f6e4
d3e4
d5e4
f3e5
c6e5
d4e5
c8f5
d1d8
a8d8
f1d1
d8d1
b1d1
b7b5
g1f1
h7h5
c3d5
e8c8
d5b4
a6a5
b4d5
c7c6
d5b6
c8b8
b6d7
b8e8
e3b6
e4e3
b6e3
f8e7
f1e2
f7f6
c2c4
f6e5
f2f3
a5a4
d7b6
b5c4
b6c4
f5e6
d1c1
e6d5
c4b6
d5b3
b6c4
h5h4
e2f2
c6c5
c4b6
e7d8
b6c4
d8f6
c4d6
e8d8
d6c4
d8b8
f2g1
b8d8
g1f1
d8b8
f1g1
g8h7
g1h2
b8d8
e3c5
e5e4
f3e4
b3c4
c1c4
f6e5
g2g3
h4g3
h2g2
h7g6
c5b4
d8d1
c4c6
g6h7
c6c5
e5b2
c5d5
d1a1
d5a5
h7g6
g2g3
b2a3
a5a6
g6g5
a6a5
g5g6
a5a4
a3b2
a4a1
b2e5
g3f2
e5a1
b4e1
g6f7
e1d2
f7g6
f2g2
g6f6
d2e3
f6e6
e3f4
e6f6
f4d6
a1b2
d6c7
f6e6
g2g3
e6f6
c7f4
b2c3
f4e3
c3b2
e3b6
f6f7
b6c7
f7e6
c7f4
b2a1
g3f2
a1d4
f2g3
d4c3
g3g2
c3a1
f4e3
e6f7
e3b6
f7g6
b6e3
a1e5
e3c5
e5c3
g2g3
g6f7
c5b6
f7e7
g3f4
e7f7
f4g4
f7f6
b6d8
f6e5
d8c7
e5e4
h3h4
e4e3
c7g3
c3f6
h4h5
e3d3
g3d6
d3d4
d6f8
d4e4
f8d6
f6b2
d6f4
b2a1
f4d6
a1d4
d6h2
d4b2
h2c7
b2a1
c7d6
a1b2
d6f4
b2a1
