e2e4
e7e6
g1f3
a7a6
c2c3
c7c5
d2d4
d7d5
e4e5
c8d7
b1d2
b8c6
f1d3
f8e7
d3c2
c5d4
c3c4
d8c7
c4d5
c6e5
d5e6
e5f3
d2f3
d7e6
e1g1
e8c8
c1d2
c8b8
c2d3
g8f6
a1c1
c7d6
d2a5
d8d7
a2a3
d6d5
d1a4
e7d8
a5b4
d7c7
b4d2
b8a7
a4d4
d5d4
f3d4
c7c1
f1c1
e6g4
h2h3
d8b6
d2c3
g4h3
g2h3
h8d8
c1d1
b6d4
d3c2
d4b6
d1d8
b6d8
c3d4
b7b6
g1g2
f6h5
d4e3
d8f6
b2b4
g7g6
c2b3
a7b7
g2f3
f6b2
a3a4
b6b5
b3d5
b7b8
a4b5
h5f6
d5c6
b8c7
e3f4
c7b6
b5a6
b6c6
b4b5
c6b6
f4e3
b6c7
e3f4
c7b6
f4e3
b6c7
b5b6
c7c6
h3h4
f6d7
b6b7
c6c7
f3g4
c7b8
g4g5
b2g7
g5g4
g7f8
h4h5
d7f6
g4f4
f6d5
f4e4
d5e3
h5g6
e3g4
g6f7
g4f2
e4d4
f2g4
d4d5
h7h5
d5c6
g4e5
c6d5
e5f7
d5e4
f7g5
e4d3
h5h4
d3e2
h4h3
a6a7
b8a7
b7b8n
a7b8
e2f1
f8d6
f1g1
b8a8
g1h1
a8b7
h1g1
h3h2
g1g2
g5h3
g2h1
h3f2
h1g2
f2h3
g2h1
h3f2
h1g2
