g1f3
g8f6
e2e3
c7c5
f1e2
b8c6
c2c4
e7e6
e1g1
d7d5
c4d5
e6d5
d2d3
f8d6
d3d4
c5c4
b2b3
c4b3
d1b3
e8g8
c1a3
a7a6
b1d2
c8f5
b3b2
d6a3
b2a3
d8e7
a3b3
f8c8
a2a3
c8c7
a1c1
h7h6
b3b2
a8c8
c1c5
e7d6
h2h3
c6d8
f3h4
f5d7
c5c1
g7g5
c1c7
c8c7
h4f3
d8c6
d2b3
d7f5
g2g4
f5h7
b3c5
c6a5
f1c1
f6e4
f3e5
e4c5
d4c5
d6e6
e2f3
h7e4
a3a4
g8h7
f3g2
f7f6
e5f3
a5c4
b2b4
e6e8
f3d2
c4d2
b4d2
e8a4
d2d4
a4d4
e3d4
e4g2
g1g2
b7b5
c1a1
c7a7
a1b1
h7g6
g2g3
a7e7
g3f3
g6f7
b1a1
e7e6
a1a2
f7e7
f3g2
e6e4
a2a6
e7f7
a6a7
f7e6
a7a6
e6e7
a6b6
e7f7
b6b5
e4d4
b5b7
f7g6
b7d7
d4d3
d7d6
d5d4
f2f3
d3d1
g2g3
d1d3
h3h4
g6f7
d6d7
f7f8
h4g5
f6g5
d7d6
f8g7
d6d5
g7f7
d5e5
f7g7
e5e6
d3b3
e6e4
b3b5
g3f2
g7f7
f2g3
f7g6
e4e5
g6g7
e5e4
g7g6
c5c6
b5d5
e4e6
g6g7
g3f2
d5c5
e6d6
c5c1
f2g3
c1c4
g3h3
g7h7
d6d5
d4d3
h3g3
c4c2
d5d6
c2c1
g3f2
d3d2
c6c7
d2d1n
f2g3
c1c7
d6d1
c7c4
d1d8
c4c6
d8d3
h7g8
d3d4
g8h7
g3f2
c6c3
d4d5
c3c6
f2e3
h7g7
e3d4
c6f6
d4e3
g7g6
d5d3
h6h5
g4h5
g6g7
d3d2
f6c6
d2d7
g7h6
e3d3
c6c1
d3e2
c1c3
d7d8
c3c4
d8h8
h6g7
h8b8
c4h4
e2d3
h4h5
b8b6
h5h3
d3e2
h3h5
e2e3
h5h2
b6a6
g7h7
a6d6
h2h6
d6d5
h6g6
e3e4
h7g7
e4f5
g6f6
f5e5
f6g6
e5f5
g6c6
f5g5
g7f7
f3f4
c6g6
g5f5
g6f6
f5e5
f6e6
e5f5
e6f6
f5g5
f6g6
g5f5
