e2e4
e7e6
d2d4
d7d5
b1c3
g8f6
c1g5
f8e7
e4e5
f6d7
h2h4
e8g8
d1g4
g8h8
g5e7
d8e7
f2f4
a7a6
e1c1
h7h6
g1f3
c7c5
g4h3
c5d4
f3d4
e7c5
c3e2
c5b6
g2g4
d7c5
h3e3
b8c6
g4g5
h6h5
c1b1
c6d4
e3d4
c8d7
f4f5
e6f5
e2f4
a8c8
h1h3
b6c6
h3c3
c6a4
d4a4
d7a4
b2b3
a4b5
f1b5
a6b5
d1d5
c5e6
c3c8
f8c8
f4d3
c8c7
d5b5
f5f4
b1c1
h8g8
b5b4
g8f8
d3f4
e6f4
b4f4
f8e7
f4b4
c7d7
b4b6
e7d8
e5e6
f7e6
b6e6
d7d4
e6g6
d4h4
g6g7
b7b5
g7h7
d8e8
c1b2
e8f8
a2a3
h4h3
a3a4
f8g8
g5g6
b5a4
b3a4
h3e3
a4a5
e3e6
h7h5
e6g6
h5f5
g8h7
b2b3
g6a6
b3a4
h7g6
f5f2
g6g5
c2c4
g5h6
a4b5
a6a8
a5a6
h6g7
f2a2
a8b8
b5c6
g7g6
a6a7
b8d8
a7a8q
g6f5
a8d8
f5e4
a2f2
e4e3
d8d2
e3e4
f2f4
e4e5
d2e3
