d2d4
d7d5
c1f4
g8f6
e2e3
e7e6
g1f3
f8d6
f4d6
d8d6
c2c4
b7b6
f1e2
e8g8
c4d5
e6d5
b1c3
f8e8
e1g1
c7c5
d4c5
b6c5
b2b4
c5b4
c3b5
d6e7
a1c1
b8a6
d1a4
e7d7
f3d4
h7h6
a2a3
f6e4
a3b4
c8b7
a4a5
e8c8
h2h3
c8c1
f1c1
g7g6
b5c3
d7d8
c3d5
d8d5
a5d5
b7d5
e2a6
e4f6
c1c7
d5a2
a6b7
a8d8
b7f3
d8d7
c7c8
g8g7
g1h2
h6h5
b4b5
a2e6
c8c1
h5h4
f3c6
d7e7
h2g1
e6a2
c1c5
e7c7
c5c2
a2b1
c2c4
b1a2
c4a4
a2d5
f2f3
d5e6
g1f2
e6c8
a4a2
f6g8
f3f4
g8e7
c6f3
f7f6
d4c6
e7c6
b5c6
g7f7
a2a5
c8e6
f3e4
e6c4
g2g4
a7a6
g4g5
f6f5
e4f3
c4d3
a5c5
d3e4
f2e2
e4f3
e2f3
f7e7
c5c4
e7d6
e3e4
a6a5
c4d4
d6c5
d4d5
c5c6
d5a5
c6b6
e4f5
g6f5
a5f5
b6c6
f5a5
c6d7
f3g4
c7c4
g5g6
c4c1
f4f5
c1c6
a5a8
c6c4
g4g5
c4c1
g6g7
c1d1
g5h5
d1g1
g7g8q
d7d6
g8g1
d6e5
g1d1
e5f4
d1d3
f4e5
a8a4
e5f6
d3d5
f6e7
a4a5
e7f6
a5a6
f6e7
f5f6
e7e8
a6a1
e8f8
a1d1
f8e8
d5b3
e8f8
h5h4
f8e8
d1d6
e8f8
d6d8
