e2e4
e7e5
b1c3
b8c6
f1c4
g8f6
d2d3
f8c5
g1f3
h7h6
e1g1
e8g8
c1d2
a7a5
c4d5
c6d4
d5b3
d7d6
f3d4
c5d4
d1f3
d4c3
d2c3
c8g4
f3e3
f6h5
f2f3
g4e6
d3d4
b7b5
b3e6
e5d4
e6f7
f8f7
c3d4
a5a4
a1d1
d8d7
e3d3
h5f4
d3a3
b5b4
a3e3
d7e6
e3f2
e6a2
b2b3
c7c5
d4e3
a4b3
c2b3
a2f2
f1f2
a8a6
f2d2
a6a3
d2d6
f4e2
g1h1
c5c4
d6d2
e2c3
d1f1
a3b3
d2d8
f7f8
d8d4
c3a2
e3f2
f8c8
d4d2
b3a3
d2d7
c4c3
f2d4
c3c2
d4b2
c2c1q
b2c1
c8c1
f1g1
b4b3
h2h3
b3b2
d7b7
c1c2
e4e5
a3e3
f3f4
a2c3
g1f1
g8h7
h1h2
c2c1
h2g1
c1f1
g1f1
b2b1r
b7b1
c3b1
f1f2
e3e4
f4f5
e4e5
f2f3
e5f5
f3e3
f5g5
e3f2
g5e5
f2f3
e5e6
g2g3
h7g6
f3f4
e6e8
f4f3
b1d2
f3f2
h6h5
g3g4
h5h4
f2g1
e8e2
g1h1
d2f3
g4g5
g6h5
g5g6
e2h2
