g1f3
b8c6
d2d4
d7d5
e2e3
g8f6
f1b5
c8d7
c1d2
e7e6
c2c4
a7a6
b5c6
d7c6
f3e5
c6d7
d1f3
a8b8
c4c5
b7b6
b2b4
g7g6
b1c3
b6c5
b4c5
d8e7
f3e2
f8g7
e2a6
e8g8
a6d3
f6e4
e5d7
e7d7
e1g1
e6e5
c3e4
d5e4
d3e4
f8e8
d4d5
f7f5
e4c2
d7d5
a2a4
e5e4
a1b1
e8d8
d2a5
g7e5
b1d1
d5f7
d1d8
b8d8
g2g3
f7d5
a5b4
d5d3
c2a2
g8h8
a4a5
d8a8
a2e6
e5g7
e6c6
d3d8
f1b1
h7h6
a5a6
a8a7
c6g6
d8a8
g6f5
a7a6
f5d7
a8c6
d7c8
h8h7
c8f5
c6g6
f5d7
g6f6
d7c7
a6a2
b1f1
a2b2
c7b7
f6e6
c5c6
b2c2
b4f8
e6e5
f8g7
e5g7
f1b1
h7g6
b1b6
g6h7
b7c8
g7f7
b6b7
c2f2
b7f7
f2f7
c6c7
h6h5
c8b7
h7h6
b7b6
h6g7
b6b2
g7h6
b2h8
h6g6
h8e8
g6h6
e8f7
h5h4
c7c8r
h6g5
c8h8
g5g4
f7h5
g4h3
g1f1
h3h2
f1f2
h2h1
h5d1
h1h2
d1h1
h2h1
g3g4
h1h2
h8h4
