e2e4
e7e5
g1f3
b8c6
f1b5
a7a6
b5a4
g8f6
d2d3
f8c5
a4c6
d7c6
e1g1
d8d6
c1e3
c5e3
f2e3
c8e6
d1e1
f6d7
f3g5
f7f6
g5e6
d6e6
b1d2
h7h5
a2a4
g7g5
d2c4
h5h4
e1f2
g5g4
f2f5
e8f7
f5f2
a8g8
f2d2
b7b6
b2b4
c6c5
b4b5
a6a5
d2e2
g4g3
h2h3
f7e7
f1f5
e7d8
a1f1
e6e7
e2d1
e7f8
f5h5
h8h5
d1h5
g8h8
h5d1
h8g8
f1f5
g8g5
d1f1
f8g7
f5g5
g7g5
f1f3
d8c8
g1f1
c8b7
f3f5
g5f5
e4f5
c7c6
e3e4
d7b8
f1e2
c6b5
a4b5
b7c7
c4a3
b8d7
e2f3
d7b8
f3e2
b8d7
e2f3
c7d6
a3c4
d6c7
