g1f3
d7d5
d2d4
c8f5
c2c4
e7e6
b1c3
f8b4
c1d2
g8f6
d1a4
b8c6
f3e5
b4c3
d2c3
f5g6
f2f3
a7a5
g2g4
e8g8
e5c6
d8d7
c4c5
b7c6
f1g2
f8b8
h2h4
h7h5
g4g5
f6e8
e2e3
g6d3
a4d1
d3b5
d1d2
g7g6
e3e4
e8g7
d2f4
d5e4
d4d5
b8e8
e1c1
e6e5
f4e4
a8d8
d5c6
d7f5
d1d8
e8d8
h1e1
g7e6
e4f5
g6f5
c3e5
d8d5
g2h3
d5c5
c1d2
c5d5
d2c2
e6d4
e5d4
d5d4
h3f5
d4h4
f5e4
b5c6
e4c6
h4c4
c2b3
c4c6
e1h1
c6b6
b3c3
b6e6
c3d3
e6d6
d3e3
d6e6
e3d2
g8g7
f3f4
e6d6
d2e2
g7g6
h1h4
d6c6
e2d3
a5a4
h4h2
c6e6
h2h1
e6e8
b2b4
a4b3
a2b3
e8h8
d3e4
c7c5
h1h4
h8e8
e4d3
e8b8
d3c3
b8c8
c3c2
c8c7
c2d2
c7d7
d2c2
d7d6
h4h2
d6d7
c2c3
d7e7
c3d2
e7e4
h2h4
e4e8
h4h1
e8f8
h1h4
f8h8
d2c1
f7f5
c1c2
h8c8
c2d2
c8g8
d2d3
g8d8
d3c3
d8b8
c3c2
b8b6
c2d3
b6b7
d3c3
b7b5
c3d3
b5b4
d3c2
b4b5
h4h1
b5b6
h1h4
b6b4
c2d3
b4b5
d3c2
b5b7
c2d3
b7b6
d3c2
b6b4
c2c3
b4b7
c3d3
b7b8
d3c2
