d2d4
g8f6
g1f3
d7d5
c2c4
c7c6
e2e3
e7e6
b1c3
f8e7
a2a3
e8g8
f1d3
b7b6
c4d5
c6d5
c1d2
a7a6
e1g1
b8c6
d1b1
c8b7
c3e2
e7d6
f1c1
a8c8
c1c2
f6e4
b1e1
b6b5
e1d1
d8f6
d2c3
e4c3
e2c3
g7g5
g2g3
f6g7
a1c1
f7f5
d1e2
g8h8
f3d2
g7f7
a3a4
c6b4
a4b5
b4c2
d3c2
a6b5
f2f4
f7g7
e2f2
g5f4
e3f4
b5b4
c3a2
h7h5
h2h4
c8c4
d2b3
g7e7
g1h2
b7c6
c2b1
c4c1
a2c1
h8g7
c1d3
f8a8
d3e5
c6a4
b1c2
a8c8
e5f3
c8c6
h2g2
g7g8
c2d1
c6c7
f3g5
c7c8
f2e3
c8c4
e3d2
e7d7
d2e1
d7e7
e1f1
a4d7
f1e2
e7e8
e2d3
d7a4
d3e3
c4c7
e3e2
c7c6
e2e3
d6e7
e3e5
e7d6
e5e3
c6c4
e3d2
a4d7
d1e2
c4c7
d2d3
d6e7
e2d1
e8g6
d1f3
g6e8
f3d1
c7c4
b3a5
c4c1
d3d2
c1c7
g2h3
e7d6
d2e3
d7b5
a5b3
b5a4
e3e2
d6f8
e2d2
c7c4
d2e3
f8h6
h3g2
e8e7
g2h3
h6g7
d1h5
g7f6
b3d2
c4c2
b2b3
a4b5
e3f2
c2c3
f2e1
f6d4
d2f3
d4f6
h5f7
g8g7
f7e6
c3b3
f3d4
f6d4
e1d1
e7c5
e6f5
b3e3
g5e6
e3e6
f5e6
g7f6
e6f5
f6f5
d1h5
f5e6
f4f5
e6d7
h5d1
c5c4
f5f6
c4f1
d1f1
b5f1
h3h2
d7e6
f6f7
e6f7
h4h5
b4b3
h5h6
b3b2
h2h1
f7e7
h6h7
e7f8
h7h8r
d4h8
h1h2
h8e5
h2g1
b2b1q
g1f2
b1d3
g3g4
f1h3
f2g1
d3e2
g1h1
e2g2
