e2e4
e7e5
g1f3
d7d6
f1c4
c7c6
d2d4
g8f6
f3g5
d6d5
d4e5
f8b4
b1c3
d8e7
e5f6
g7f6
g5f7
e7e4
c4e2
e8f7
e1g1
e4f5
e2h5
f7g7
g2g4
f5e6
f1e1
e6d7
d1d4
h8g8
d4b4
d7d8
g4g5
b7b6
g1h1
c8f5
g5f6
d8f6
c1g5
f6g5
e1g1
g7h6
g1g5
h6g5
h5f7
b8a6
b4e7
g5h6
e7e3
h6g7
e3e5
g7f8
e5f5
g8g3
f2g3
f8e7
f7d5
a6c7
f5f7
e7d6
c3e4
d6e5
f7e7
e5d4
a1d1
d4e3
e7g5
e3f3
g5f4
f3e2
e4c3
