e2e4
e7e5
f1c4
g8f6
g1f3
f6e4
b1c3
e4f6
d1e2
f8e7
f3e5
d7d5
c4b3
e8g8
d2d4
b8c6
c1e3
c6a5
e1g1
c7c6
a1e1
f6e8
e2d1
e8d6
e3f4
f8e8
h2h3
a5b3
a2b3
c8e6
c3e2
a7a5
e2g3
e7f8
e5d3
b7b6
c2c3
f7f6
e1e3
d8d7
f1e1
d6b5
d1f3
c6c5
d4c5
b6c5
e3e2
e6f7
e1a1
e8d8
e2d2
f7g6
d2d1
g6f7
d1d2
a8a7
d2d1
d8a8
d3c1
a5a4
b3a4
a7a4
a1a4
a8a4
g3e2
d7f5
f3d3
f5d3
d1d3
a4a1
d3d2
h7h5
g2g4
d5d4
g1g2
g7g5
f4g3
f7d5
f2f3
h5g4
h3g4
f6f5
g4f5
g5g4
g2f2
g4f3
e2f4
d4c3
b2c3
b5c3
d2d3
c3e4
f2f3
d5c6
d3d8
a1c1
f4g6
c1f1
f3g2
f1f5
g6e7
g8f7
e7c6
f7e6
d8d3
e4g3
g2g3
f8d6
g3g4
f5f4
g4g5
f4f5
g5g4
f5f4
g4g5
f4f8
c6d4
e6e5
d4c6
e5e6
g5g4
