g1f3
d7d5
e2e3
e7e6
d2d4
c7c5
d4c5
g8f6
c2c4
f8c5
b1c3
b8c6
a2a3
e8g8
c4d5
f6d5
c1d2
h7h6
f1c4
b7b6
c3d5
e6d5
c4b5
c8b7
d2c3
a7a6
b5a4
b6b5
a4c2
g7g6
d1d2
d8e7
e1g1
g8h7
c2d3
a8c8
f1d1
c5d6
a1c1
c6e5
d3e2
e5d7
d2d4
f8g8
b2b4
h6h5
e2d3
f7f6
f3h4
d7e5
d3e2
c8c6
g2g3
c6c8
f2f4
e5g4
e3e4
g8e8
h2h3
e7e4
d4e4
e8e4
e2d3
e4e3
h3g4
e3g3
g1f2
d6f4
d3g6
h7g8
c3d2
c8c1
d1c1
g3g4
d2f4
g4f4
h4f3
f4c4
c1g1
g8f8
g1e1
d5d4
f3h4
b7c8
e1e8
f8g7
e8e7
g7f8
e7a7
c8g4
a7f7
f8g8
f7e7
g8f8
e7f7
f8g8
f7f6
c4c3
f6a6
c3e3
h4g2
e3h3
g2e1
h3c3
g6d3
g4c8
a6a8
g8f7
a8a7
f7f6
d3b5
h5h4
b5d3
c8f5
a7a6
f5e6
d3e4
f6e5
e4h7
e6g4
a3a4
c3c8
e1d3
e5d5
a6g6
c8f8
f2e1
g4c8
e1d2
c8e6
g6h6
h4h3
a4a5
e6d7
h6h5
d5c6
d3e5
c6d6
e5d7
f8f2
d2d3
d6d7
h5h3
d7d6
h3h6
d6d7
a5a6
f2a2
h7e4
d7c7
h6h7
c7b8
h7h8
b8a7
h8h7
a7b8
h7b7
b8c8
a6a7
a2a3
d3d2
a3a2
d2d3
a2a4
b7e7
c8d8
e7g7
a4a6
a7a8r
a6a8
e4a8
d8e8
g7h7
e8d8
a8e4
d8e8
e4d5
e8d8
d3d4
d8c8
d4c5
c8b8
d5e6
b8a8
c5b6
a8b8
e6h3
b8a8
h3e6
a8b8
h7h8
