d2d4
d7d5
g1f3
e7e6
e2e3
c7c5
f1e2
b8c6
c2c4
g8f6
d4c5
f8c5
a2a3
c5e7
b2b4
d5c4
e2c4
d8d1
e1d1
f6g4
h1f1
g4e5
f3e5
c6e5
c4b5
c8d7
b5d7
e5d7
c1b2
e8g8
d1e2
f8c8
b1d2
c8c2
f1b1
e7d6
e2d1
c2c6
h2h3
a8c8
d2e4
a7a6
e4d6
c6d6
d1e1
d7b6
b1c1
b6c4
a3a4
f7f6
b2d4
d6c6
f2f3
g8f7
f3f4
e6e5
f4e5
c4e5
c1c6
c8c6
b4b5
c6c2
d4e5
f6e5
e1f1
f7e6
a1b1
a6a5
g2g3
g7g6
b1d1
c2c4
d1d8
h7h5
d8b8
c4a4
b8b7
a4b4
b7a7
b4b5
f1e2
e6d5
e2d3
b5b3
d3e2
b3b5
e2d3
b5b3
d3c2
b3a3
a7d7
d5e6
d7g7
e6f6
g7a7
a3e3
a7a6
f6f5
g3g4
f5e4
a6a5
h5h4
a5a4
e4d5
c2d1
e3h3
a4a6
d5e4
a6g6
h3a3
d1e2
a3a2
e2f1
h4h3
f1g1
e4f4
g6b6
e5e4
b6b4
f4f3
b4b7
e4e3
b7e7
h3h2
g1h1
a2e2
e7d7
f3g3
d7d1
e2g2
d1c1
g2a2
c1b1
a2a3
b1f1
e3e2
f1e1
a3e3
e1e2
e3e2
g4g5
e2c2
g5g6
c2d2
g6g7
g3h3
g7g8q
d2d1
g8g1
h2g1r
