e2e4
e7e5
g1f3
b8c6
f1b5
a7a6
b5c6
d7c6
e1g1
c8e6
b2b3
f8d6
d2d4
e5d4
d1d4
f7f6
b1d2
c6c5
d4c3
b7b5
e4e5
f6e5
c1b2
g8f6
f3e5
e8g8
a1e1
e6d5
c3d3
d5b7
f2f3
a8b8
d3e3
d8e8
e3g5
h7h6
g5h4
f6h5
d2e4
d6e5
e4c5
e8g6
b2e5
b7f3
f1f2
f3c6
h2h3
b8e8
c5d3
f8f7
e5b2
e8f8
f2d2
h5g3
d3e5
f7f1
g1h2
f1e1
e5g6
g3f1
h2g1
f1g3
g1h2
g3f1
h2g1
f1g3
