g1f3
d7d5
c2c4
e7e6
e2e3
g8f6
b1c3
c7c5
d2d4
b8c6
a2a3
c5d4
e3d4
f8e7
c4c5
b7b6
b2b4
f6e4
d1c2
e4c3
c2c3
d8c7
c1b2
e7f6
a1c1
c6e7
c5c6
a7a6
a3a4
e8g8
b4b5
a6b5
a4b5
g7g6
c1a1
a8a7
c3d2
a7a1
b2a1
f8d8
a1b2
f6g7
f1d3
f7f6
e1g1
e6e5
d4e5
f6e5
f1d1
h7h6
d2b4
e7f5
d3c2
d5d4
d1e1
g8h7
g2g4
c7d6
b4d6
f5d6
f3e5
d6b5
e5g6
g7f6
g6f4
h7g8
c2b3
g8h7
b3c2
h7g8
h2h3
b5c7
f4h5
f6g5
f2f4
g5h4
e1e4
d8d6
c2b3
g8h7
f4f5
d4d3
h5f6
h4f6
b2f6
d6f6
e4e7
h7h8
e7c7
c8a6
b3e6
f6f8
c7d7
a6b5
d7d6
b5c6
d6c6
f8d8
e6b3
d3d2
c6h6
h8g7
h6g6
g7h8
b3d1
d8d7
g1f2
h8h7
f2e3
d7d5
h3h4
b6b5
g6b6
d5c5
b6b7
h7g8
f5f6
g8f8
g4g5
c5f5
d1h5
f5e5
e3d2
e5d5
d2e3
d5e5
e3d2
e5d5
d2e3
d5d8
b7h7
f8g8
h5g6
b5b4
f6f7
g8f8
h7h8
f8e7
h8e8
e7d6
f7f8q
d6d7
e8d8
d7c7
d8d6
c7b7
f8d8
b7a7
d8b6
a7a8
g6f5
b4b3
d6d8
