g1f3
g8f6
c2c4
c7c5
e2e3
b8c6
b1c3
e7e6
a2a3
a7a6
d2d4
d7d5
d4c5
d5c4
d1d8
c6d8
f1c4
f8c5
e1g1
e8g8
f1d1
b7b5
b2b4
c5e7
c4f1
d8c6
c1b2
c8b7
c3b1
f6d5
f1e2
d5b6
b1d2
b6a4
a1b1
a4b2
b1b2
e7f6
b2c2
c6e7
c2c7
a8b8
d1c1
f8c8
c7c8
b8c8
d2b3
f6b2
c1c8
b7c8
f3e1
b2a3
e1c2
a3b2
g2g4
e7d5
e2f3
b2e5
g1g2
e5d6
f3d5
e6d5
h2h3
h7h5
f2f3
g8h7
b3a5
h7g6
g2f2
f7f5
g4h5
g6h5
f2g2
g7g6
f3f4
c8d7
a5b3
d7c6
g2f2
h5h4
b3d4
c6d7
d4b3
h4h3
f2e2
d7c6
b3d2
h3g3
d2b3
c6a8
b3d4
a8b7
e2d1
g3f2
d1d2
b7c8
d2d3
d6f8
d4c6
c8b7
c6d8
b7a8
d8e6
f8d6
e6d4
d6e7
d3c3
e7d8
c3d3
d8f6
d3d2
f6e7
d2c3
e7d8
c3d3
d8b6
d4b3
d5d4
c2d4
a8d5
b3c5
a6a5
c5d7
d5c4
d3d2
b6c7
d7e5
a5b4
e5g6
c7a5
d4c6
a5b6
c6d4
b4b3
g6e5
b6a5
d2c1
f2e3
d4f5
e3e4
f5d6
e4d5
d6f5
a5c7
f5e3
d5d4
e3d1
c4e2
d1f2
d4e3
f2d1
e3f4
e5g6
f4f3
g6h4
f3g4
h4g2
g4g3
d1e3
g3f3
e3d5
c7e5
g2e1
f3e4
d5b4
e5c3
e1c2
e2c4
c2a3
c3b4
c1b2
b4d6
a3b5
d6e5
b5c3
e4e3
b2a1
e3d2
a1b1
e5d4
c3e4
d2e2
b1c1
d4e5
e4d2
b3b2
c1c2
c4d3
c2b3
e2d1
b3a4
d1c2
d2b3
b2b1q
b3d2
b1a2
a4b4
c2d2
b4c5
a2b3
c5c6
b3e6
c6c5
e6a6
c5b4
d3c4
b4c5
c4e6
c5b4
e5d6
