e2e4
e7e5
g1f3
g8f6
f3e5
d8e7
d2d4
b8c6
b1c3
c6e5
d4e5
e7e5
f2f4
e5e6
e4e5
f8b4
c1d2
b4c3
d2c3
f6d5
d1d4
d5c3
b2c3
d7d6
f1b5
c7c6
b5d3
h7h5
d4f2
d6e5
e1g1
h5h4
a1e1
e6f6
f2c5
b7b6
e1e5
e8d8
c5d4
d8c7
f1e1
c8d7
e5e7
f6d4
c3d4
h8f8
e1e5
c7d6
c2c4
c6c5
d3e4
a8c8
e7d7
d6d7
e4f5
d7d6
f5c8
f8c8
a2a3
f7f6
e5d5
d6c6
g2g3
h4g3
h2g3
a7a5
g1f2
c8e8
f4f5
e8e4
f2f3
e4d4
d5d4
c5d4
f3e4
c6c5
e4d3
b6b5
c4b5
c5b5
d3d4
b5a4
d4d3
a4b3
d3e4
b3a3
e4d3
a3b2
d3e4
b2b3
e4d5
a5a4
g3g4
b3b4
d5d6
b4c4
d6e7
c4b4
e7f8
b4c4
f8g7
a4a3
g7g6
c4c5
g6f7
c5d5
f7g8
a3a2
g4g5
a2a1q
g8f7
d5e5
f7g6
a1a6
g6g7
f6g5
g7h7
a6f6
h7g8
e5f5
g8h7
f6d8
h7g7
d8c7
g7f8
f5g6
f8e8
g5g4
e8f8
g6f6
f8e8
c7e7
