e2e4
e7e6
c2c3
c7c5
g1f3
d7d5
e4d5
e6d5
d2d4
g8f6
c1e3
d8b6
b2b3
b8c6
b1d2
c5d4
e3d4
c6d4
c3d4
c8e6
h2h3
f6e4
f1d3
e4d2
e1d2
a8c8
a1c1
f8b4
d2e3
e8g8
e3e2
g7g6
g2g4
b4c3
d3b1
b6d6
f3e5
d6a6
d1d3
c3d4
d3a6
c8c1
a6d3
c1h1
d3d4
h1b1
e5d3
b7b6
e2f3
b1d1
f3e2
d1h1
e2f3
h1h3
f3g2
h3h6
f2f3
g6g5
d4e5
h6g6
d3b4
f8c8
g2g3
h7h6
b4d3
c8c2
e5b8
g8h7
b8a7
c2c3
d3e1
g6f6
g3g2
e6g4
f3g4
c3e3
a7a8
e3e2
g2h3
e2e3
h3h2
e3e1
a8d5
e1e2
h2g3
e2e3
g3g2
e3e2
g2g1
e2a2
b3b4
a2b2
d5d3
h7h8
d3d4
b2f2
b4b5
f2f1
g1g2
f1f2
g2g3
h8g7
d4e5
f2f1
g3g2
g7g6
e5d5
f6f2
g2g3
g6g7
d5d6
f2f3
g3g2
f1f2
g2h1
f3h3
h1g1
f2f6
d6d4
h3b3
d4e4
f6e6
e4c4
b3a3
g1f2
a3e3
f2g1
e3f3
g1g2
f3f4
c4c3
g7g6
c3g3
e6e2
g2g1
e2e4
g3d3
f4g4
g1f2
g4f4
f2g2
g6h5
d3d7
f7f5
d7d3
e4e6
d3d1
h5g6
d1d5
f4e4
g2g1
e4e2
g1f1
g5g4
d5a8
e2e1
f1f2
e6e2
f2g3
e1g1
a8g2
g1g2
g3f4
e2e4
