e2e3
d7d5
d2d4
c7c5
f1e2
b8c6
g1f3
e7e6
b2b3
c5d4
f3d4
f8d6
e1g1
c6d4
d1d4
g8f6
c2c4
e8g8
c1b2
d8c7
d4h4
d6e5
b1c3
c7a5
a2a3
f6e4
c3e4
e5b2
b3b4
a5d8
h4d8
f8d8
a1b1
d5e4
b1b2
b7b6
a3a4
c8b7
b4b5
f7f5
a4a5
g8f7
a5a6
b7c8
f1c1
a8b8
f2f3
f7f6
f3e4
f5e4
c1f1
f6e5
f1f4
b8a8
f4f7
d8d7
f7f8
h7h6
b2c2
c8b7
f8f2
b7c8
f2f1
g7g6
g2g4
d7d8
f1f7
d8d3
c4c5
c8d7
c5b6
a7b6
e2d3
e4d3
c2b2
e5d6
b2b3
d7e8
b3d3
d6e5
f7f8
e8b5
f8a8
b5d3
a6a7
b6b5
a8b8
d3e4
b8b5
e5f6
b5b4
e4d5
b4b5
d5f3
b5b8
f6g5
g1f2
f3h1
b8e8
h1b7
e8e7
b7a8
e7e6
g5g4
e6g6
g4h5
g6e6
a8b7
f2g3
b7h1
g3f4
h1d5
e6e5
h5h4
e5d5
h4h3
d5d1
h3g2
h2h4
g2f2
a7a8r
f2g2
a8a2
g2h3
d1h1
