d2d4
g8f6
e2e3
e7e6
c2c4
a7a6
b1c3
c7c5
d4d5
e6d5
c4d5
b7b5
e3e4
b5b4
c3a4
d8c7
g1f3
f6e4
f1d3
f7f5
d1c2
d7d6
d3e4
f5e4
c2e4
f8e7
f3g5
a8a7
a2a3
c7a5
c1f4
a7b7
f4d6
b4a3
a4c3
a5b6
d6b8
a3b2
a1d1
b6f6
e1g1
b7b8
d5d6
f6g5
f1e1
h7h6
f2f4
g5f6
c3d5
f6d6
d5e7
d6e6
e4g6
e6g6
e7g6
e8f7
g6h8
f7g8
d1d8
g8h7
g1f2
b2b1b
e1b1
b8b1
d8c8
b1b4
g2g3
g7g5
f4f5
h7g7
h8g6
g7f6
c8f8
f6g7
f2f3
h6h5
f8c8
g7f6
c8f8
f6g7
f8a8
b4a4
h2h4
g5h4
g6h4
g7f6
a8f8
f6g7
f8c8
a4d4
c8c5
g7f7
h4g6
d4d6
g6f4
d6b6
c5c7
f7e8
f4h5
a6a5
c7a7
a5a4
a7a4
e8d7
g3g4
b6b1
a4a7
d7d6
g4g5
b1b3
f3g4
d6c5
g5g6
b3b4
g4g5
b4b2
h5f6
b2g2
g5f4
c5b6
a7f7
g2f2
f4e3
f2g2
e3f3
g2g5
f3e3
b6a5
g6g7
a5a6
e3e4
g5g3
e4d4
g3g5
d4e4
a6b6
g7g8r
b6a6
g8g6
a6b5
g6g5
b5a5
g5g2
a5b6
g2b2
b6a6
f6e8
a6a5
f7a7
