d2d4
g8f6
e2e3
e7e6
f1d3
c7c5
g1f3
d7d5
b1c3
f8e7
b2b3
e8g8
c1b2
c5d4
e3d4
b7b6
h2h3
c8b7
a2a3
b8c6
d1c1
a7a6
c3e2
e7d6
e1g1
a8c8
c2c3
c6a5
c1c2
b6b5
b2c1
d8c7
c2b1
h7h6
a3a4
b5b4
c3b4
d6b4
c1f4
c7e7
b1b2
f6e4
f3e5
a5c6
e5g4
b4a5
f2f3
e4f6
g4f6
e7f6
a1c1
a5b6
f4e3
e6e5
e3f2
c6b4
b2d2
b4d3
c1c8
f8c8
d2d3
e5e4
f3e4
d5e4
d3e3
c8c2
f2e1
f6g5
e2f4
g5f6
e1f2
c2f2
f1f2
b6d4
e3g3
f6b6
f4e2
d4f2
g3f2
e4e3
f2g3
b6b3
e2f4
g8h7
h3h4
b3b1
g1h2
b1e4
a4a5
e4d4
h4h5
b7c6
h2h3
d4e5
g3g4
e5a5
h3g3
a5e5
g3h2
e3e2
g4e2
e5f4
g2g3
f4f3
e2f3
c6f3
h2g1
a6a5
g1f2
a5a4
f2f3
a4a3
f3f4
a3a2
f4f3
a2a1q
f3e3
a1c3
e3f4
c3d3
f4e5
h7h8
e5f4
f7f6
g3g4
h8h7
g4g5
h6g5
f4g4
f6f5
g4g5
d3e4
h5h6
e4g4
