e2e4
e7e5
g1f3
d7d6
d2d4
e5d4
f3d4
f8e7
f1e2
c8d7
b1c3
b8c6
d4c6
d7c6
c1e3
a7a6
d1d3
b7b5
f2f4
e7h4
g2g3
h4f6
e1c1
g8e7
e2f3
f6c3
d3c3
e8g8
g3g4
d8e8
e3d4
f7f6
h1g1
a6a5
g4g5
f6f5
d4g7
f5e4
g7f8
e8f8
f3g4
f8f4
c1b1
f4e5
c3e5
d6e5
g1f1
a8e8
g4e6
g8h8
f1f7
e4e3
d1e1
e7g6
e6f5
c6g2
h2h4
c7c6
h4h5
g6f8
e1e3
g2d5
f7a7
e8d8
e3e5
d5f3
b2b4
f3h5
b4a5
h5f3
a5a6
f3h5
e5e7
d8d1
b1b2
d1d8
a7c7
h5f3
a6a7
c6c5
c7c5
f8g6
f5g6
h7g6
c5b5
f3a8
b5b8
a8d5
b8d8
d5g8
d8g8
h8g8
a7a8q
