e2e4
e7e6
d2d4
f8e7
c2c3
d7d6
c1e3
g8f6
b1d2
c7c5
h2h3
h7h6
g1f3
b8c6
a2a3
a7a6
f1d3
e8g8
d1b1
b7b5
b2b4
c5c4
d3c2
c6b8
a3a4
c8d7
a4a5
d8c7
f3g1
c7b7
g1e2
f8c8
e1g1
d7c6
g2g4
b8d7
e2g3
f6e8
f2f4
e7h4
g3e2
h4e7
g4g5
h6g5
f4g5
g7g6
e2g3
b7c7
h3h4
d7f8
f1f2
e8g7
b1d1
f8h7
d2f1
c8f8
f1h2
f7f5
e4f5
d6d5
g3e2
g7f5
e3f4
e7d6
f4d6
f5d6
f2f8
a8f8
h2g4
d6e4
d1e1
c6a8
g4e5
f8f5
e2g3
h7f8
e1e3
a8b7
a1f1
f5f1
g3f1
g8g7
e3f4
c7e7
c2e4
d5e4
f1h2
f8h7
f4e3
b7a8
g1f2
e7f8
f2g3
f8e7
h2g4
a8b7
g3g2
b7a8
g2f2
e7f8
f2g1
f8e7
d4d5
a8d5
e3d4
d5b7
e5d7
e6e5
d7e5
e7e6
e5c4
g7f8
c4e5
f8g7
d4c5
b7c8
g4h6
e4e3
c5a7
g7f8
a7h7
e3e2
h7h8
f8e7
g1f2
e2e1n
f2e1
c8d7
h8f6
e7e8
e1f2
e6a2
f2e3
a2e6
e3d4
e6f6
g5f6
d7e6
f6f7
e8e7
e5g6
e7d6
f7f8q
d6c6
h6f5
e6f5
f8c5
c6b7
g6e7
f5d7
e7d5
d7c6
d5e7
c6f3
c5b6
b7a8
b6a6
a8b8
e7d5
f3e2
h4h5
e2f3
a6b6
b8a8
b6a6
a8b8
a6b6
b8a8
b6d8
a8b7
d8c7
b7a8
c7c8
a8a7
c8c5
a7b8
