e2e3
c7c5
d2d4
e7e6
c2c4
d7d5
g1f3
g8f6
a2a3
b8c6
b1c3
a7a6
d4c5
f8c5
c4d5
c6e7
h2h3
e7d5
c1d2
b7b5
f1d3
d5f4
d3b5
a6b5
e3f4
e8g8
d2e3
c5e3
f2e3
b5b4
a3b4
a8a1
d1a1
d8d3
e1f2
d3c2
f2g3
f6h5
g3h2
c2f2
a1c1
c8b7
h1f1
f2g3
h2g1
h7h6
c1d2
h5f6
d2d3
f8a8
b4b5
f6d5
c3e2
g3g6
d3d2
a8c8
f1c1
c8c1
e2c1
d5f4
e3f4
b7f3
c1b3
h6h5
d2d8
g8h7
d8d2
h7h8
g1h2
f3d5
b5b6
g6f6
b3a5
f6d8
a5c4
d8b8
c4e5
b8b6
e5f7
h8g8
f7g5
b6b3
d2a5
b3b8
h2g3
g7g6
b2b4
g8f8
a5c5
f8e8
b4b5
e8d7
g5h7
b8c7
c5f8
c7c3
g3h4
d5g2
h7f6
d7c7
f8g7
c7c8
g7h8
c8b7
h8g7
c3c7
f6e8
c7g7
e8g7
g2e4
h4g5
b7b6
h3h4
b6b5
g7e6
b5c4
e6f8
e4c2
f8g6
c4d5
g5h5
d5e6
h5g5
e6f7
g6e5
f7e6
e5g4
c2b3
f4f5
e6f7
g4e5
f7e8
e5g6
b3a4
g5f6
a4c6
h4h5
c6b5
h5h6
b5a4
g6e7
a4d7
h6h7
d7b5
h7h8q
e8d7
h8g8
d7c7
g8g3
c7b7
e7d5
b7c6
f6e6
b5a4
g3b8
a4b3
b8b3
c6c5
b3c3
c5b5
c3b3
b5a6
e6f6
a6a7
b3b6
a7a8
b6c6
a8b8
c6c7
b8a8
d5b6
