g1f3
d7d5
d2d4
e7e6
c2c4
g8f6
b1c3
f8b4
c1d2
e8g8
h2h3
d5c4
e2e3
b4c3
d2c3
b7b5
a2a4
c7c6
a4b5
c6b5
b2b3
c8a6
b3c4
b5c4
f1e2
a6b5
e1g1
b8d7
f3d2
a7a5
e3e4
d7b6
a1a3
d8d7
d1c2
b5c6
f1b1
b6a4
e2c4
a4c3
a3c3
f8c8
b1e1
a5a4
c4a2
h7h6
a2b1
c6b5
e4e5
c8c3
c2c3
f6d5
c3c2
g7g6
d2e4
a4a3
b1a2
g8g7
e4d6
b5c6
c2d2
a8b8
e1a1
d7a7
a2b1
a7b6
g1h2
b6b4
d2b4
b8b4
b1a2
d5f4
a2c4
b4b2
h3h4
b2c2
a1a3
c2f2
h2g1
f2g2
g1f1
g2g4
f1f2
g4h4
a3a7
g7g8
a7f7
f4d5
c4d5
c6d5
f7c7
h4d4
c7c8
g8h7
c8c7
h7g8
f2e3
d4g4
d6e8
g4e4
e3d2
e4f4
e8f6
g8f8
c7c8
f8f7
c8c7
f7f8
f6d7
f8g7
d7f6
