d2d4
d7d5
g1f3
g8f6
c1f4
c7c5
c2c3
c5d4
c3d4
c8d7
e2e3
f6h5
f4e5
b8c6
h2h3
e7e6
b1c3
a8c8
f1e2
c6e5
f3e5
h5f6
e5d7
f6d7
d1b3
d8b6
e2b5
b6d6
e3e4
d5e4
d4d5
a7a6
d5e6
d6e6
b3e6
f7e6
b5d7
e8d7
e1g1
f8b4
a1d1
d7e7
d1d4
b4c3
b2c3
c8c3
a2a4
h8c8
d4b4
c8c4
b4b7
e7f6
f1d1
c3c1
d1c1
c4c1
g1h2
c1c2
b7b8
f6e5
h2g3
c2a2
b8h8
a2a3
f2f3
h7h6
h8g8
g7g5
g8c8
e5d5
c8d8
d5c4
d8d6
e4e3
f3f4
a3a1
d6e6
c4d3
f4g5
h6g5
e6d6
d3e2
d6a6
a1a2
g3g4
e2f2
g4g5
e3e2
a6e6
a2a4
e6e2
f2e2
h3h4
e2e3
h4h5
a4b4
g2g4
b4a4
g5h4
a4b4
h4g5
b4a4
g5h4
a4b4
