g1f3
g8f6
e2e3
e7e6
a2a3
d7d5
c2c4
f8d6
d2d4
b7b6
b2b3
c8b7
b1d2
b8d7
b3b4
c7c5
c4d5
b7d5
d4c5
b6c5
e3e4
d5b7
c1b2
d6e7
f1d3
c5b4
e1g1
a7a5
d1b1
d8b8
f1d1
h7h6
e4e5
b7f3
e5f6
b4a3
b2a3
f3d1
b1b8
a8b8
a3e7
d1g4
a1a5
g7f6
e7d6
g4f5
d3b5
b8d8
a5a7
h8g8
f2f4
e6e5
d6a3
d8b8
d2c4
e8d8
c4d6
f5e6
f4e5
f6f5
d6b7
d8c7
b7d6
c7d8
g2g3
g8g6
a3b4
g6g4
b4a5
d8e7
a5c7
b8b5
d6b5
e7f8
c7d6
f8g8
a7a8
g8h7
b5c7
g4g8
g1f2
g8a8
c7a8
h7g6
a8c7
g6h5
h2h3
h5g5
f2g2
d7b6
h3h4
g5h5
c7e6
f7e6
g2f3
b6a8
d6a3
a8c7
a3b2
c7b5
b2a1
b5a3
a1d4
a3c4
d4a1
c4a5
a1c3
a5b7
c3a1
h5g6
f3f4
b7c5
f4f3
c5d3
a1d4
h6h5
d4c3
g6g7
f3e2
d3c5
e2e3
g7g6
e3f4
g6h6
c3a1
c5e4
a1d4
h6h7
d4a1
h7h6
a1d4
h6g7
d4g1
g7f7
g1e3
f7e7
f4f3
e7f8
e3b6
f8f7
b6g1
f7e7
g1b6
e4d2
f3g2
e7f7
b6c5
f7e8
c5b4
d2c4
b4c3
e8e7
c3b4
e7e8
b4c3
c4e3
g2g1
e8d7
c3a1
e3d5
a1b2
d5e7
g1f2
d7c7
f2f3
e7g6
b2a1
c7b7
a1d4
b7c8
d4b2
c8b8
b2a1
b8a7
a1b2
a7a6
f3e3
a6b6
e3d4
b6c6
b2c3
c6b5
c3e1
g6f8
e1c3
b5b6
c3a1
b6c7
a1c3
c7b6
c3a1
b6b5
a1c3
