d2d4
g8f6
g1f3
e7e6
c2c4
d7d5
b1c3
f8b4
e2e3
e8g8
f1e2
d5c4
e2c4
b7b6
a2a3
b4c3
b2c3
c8b7
e1g1
c7c5
c1b2
d8c7
d1e2
f8d8
f1d1
b8d7
a1c1
a8c8
f3d2
f6e4
d2e4
b7e4
f2f3
e4b7
e3e4
d7f8
a3a4
f8g6
g2g3
h7h5
e2e3
h5h4
e3g5
d8e8
g3h4
g6f4
c4f1
b7a6
e4e5
a6f1
g5f4
f1a6
c3c4
f7f6
f4e3
c5d4
d1d4
f6f5
b2a3
c7f7
g1f2
c8c7
e3f4
e8c8
a3d6
c7c6
a4a5
f7g6
d6e7
g6f7
e7b4
f7g6
b4a3
g8h7
a3b4
h7g8
h2h3
g8h7
b4a3
h7g8
a3e7
g8h7
e7a3
c6c7
a5b6
a7b6
a3d6
c7a7
c1a1
g6f7
a1a3
a7a8
d6b4
a6b7
a3a8
c8a8
b4d2
a8a3
d2e3
a3b3
d4d6
b6b5
c4b5
b3b5
f4g5
b7d5
h4h5
f5f4
e3f4
b5b3
g5g6
f7g6
h5g6
h7g6
f4e3
g6f5
d6d7
f5e5
d7g7
b3b2
f2g3
b2b3
g3f2
b3b2
f2g3
b2b3
