g1f3
g8f6
d2d4
h7h6
e2e3
d7d5
c1d2
c7c5
d4c5
c8d7
c2c4
e7e6
c4d5
e6d5
d1c1
d8c8
d2c3
c8c5
f1e2
f8e7
e1g1
a7a6
b1d2
b8c6
a2a3
a8c8
b2b4
c5b6
f1d1
c6d8
c1b2
d8e6
e2d3
e8g8
d1e1
b6d8
f3d4
e6d4
c3d4
d7b5
d3b5
a6b5
d2b3
d8d7
a1d1
d7g4
b3c5
c8c7
d4e5
c7c6
c5b7
g4f5
e5f6
e7f6
b2e2
f6c3
e1f1
c6g6
g2g3
g6b6
e2d3
f5d3
d1d3
b6b7
d3c3
f7f6
f1d1
f8d8
c3c5
g8f7
c5d5
d8c8
d5d7
b7d7
d1d7
f7f8
d7a7
g7g6
a7a5
c8b8
g1g2
f8e7
g2f3
h6h5
f3f4
e7d6
e3e4
b8b6
h2h4
d6e7
a5a7
e7f8
f4e3
b6c6
a7a5
f8e8
e3d3
c6d6
d3c3
d6b6
c3d4
e8d7
d4c5
b6e6
a5a7
d7d8
f2f3
d8c8
a7f7
e6a6
g3g4
c8d8
c5b5
a6a3
g4h5
g6h5
f7f6
a3c3
b5b6
c3c1
f6f4
c1g1
f4f7
d8e8
f7f6
g1b1
b4b5
e8d7
f6f7
d7d8
b6c6
b1c1
c6b7
c1c3
f7f8
d8e7
f8f4
e7d7
f4f7
d7e6
f7f5
e6e7
f5e5
e7d7
b5b6
d7d8
e5h5
d8e8
h5e5
e8d7
e5f5
d7e7
f5d5
c3c2
b7a6
c2c8
b6b7
c8g8
a6a7
g8g2
d5e5
e7f7
e5b5
g2g8
b7b8q
g8b8
b5b8
f7e6
b8f8
e6d6
a7a6
d6c6
h4h5
c6d6
f8f5
d6e6
a6b7
e6d7
h5h6
d7d8
b7c6
d8e7
f3f4
e7d8
f5e5
d8c8
e5a5
c8d8
a5a7
d8c8
a7a8
