e2e4
e7e5
g1f3
b8c6
d2d4
e5d4
f3d4
d7d5
e4d5
d8d5
d1e2
c8e6
d4c6
d5c6
b1c3
f8c5
e2f3
e6d7
c1e3
c6f3
g2f3
c5b6
f1c4
b6e3
f2e3
f7f5
h1g1
g7g6
e1f2
g8e7
b2b3
b7b6
a2a4
a7a5
a1d1
e8c8
d1d3
c7c6
h2h4
c8c7
h4h5
d8a8
d3d1
a8b8
c4f7
b8f8
f7c4
f8b8
d1d4
b8d8
d4h4
d8f8
f3f4
f8d8
c3e2
b6b5
a4b5
c6b5
c4d3
c7b6
c2c4
d8c8
e2d4
b5c4
d3c4
a5a4
g1a1
e7c6
d4f3
a4b3
c4b3
b6c7
a1c1
c7d6
c1h1
c6a5
b3f7
g6h5
f3e5
d6e7
h4h5
a5c6
e5d7
e7d7
h1g1
c6e7
g1d1
d7c6
d1c1
c6d7
c1d1
d7c7
f2f3
c8f8
d1c1
c7d7
c1d1
d7c7
f7e6
f8f6
d1c1
c7b8
e6a2
b8b7
c1c5
b7b6
c5e5
e7c6
e5e6
h8f8
h5h7
f6e6
a2e6
f8f6
e6d7
c6b8
d7a4
b8c6
a4b3
f6f8
f3f2
f8f6
h7d7
f6f8
b3a2
f8f6
a2b3
f6f8
b3e6
f8f6
