d2d4
g8f6
g1f3
e7e6
c2c4
d7d5
e2e3
f8d6
f1e2
b7b6
e1g1
b8d7
b2b3
e8g8
c1b2
c8b7
b1c3
d5c4
e2c4
f8e8
h2h3
c7c5
a1c1
a7a6
c4e2
e6e5
d4e5
d7e5
c3b1
d8c7
b1d2
a8d8
b2e5
d6e5
f3e5
c7e5
d1e1
h7h6
c1d1
b6b5
e2f3
b7d5
d1c1
e5e7
a2a4
b5b4
c1d1
e7e6
e1e2
d5f3
e2f3
f6d5
d2c4
d5c3
d1d8
e8d8
f3g4
f7f5
g4f3
d8d3
f3a8
g8h7
a8f8
c3e4
f1b1
d3c3
a4a5
e6f6
f8c8
f5f4
c8g4
f6g5
e3f4
g5g4
h3g4
c3c2
f2f3
e4g3
b1b2
g3e2
g1f2
c2b2
c4b2
e2f4
g2g3
f4g6
f2e3
g6e7
b2a4
e7c6
e3e4
c6a5
a4c5
h7g8
e4e5
g8f7
e5d4
f7f6
d4e4
f6f7
e4e5
f7e7
e5d5
g7g6
d5e4
e7d6
c5a6
a5b3
a6b4
b3d2
e4e3
d2c4
e3e2
d6c5
b4a6
c5d6
a6b4
d6e6
e2d3
c4d6
d3e2
h6h5
g4h5
g6h5
e2f2
e6e5
b4c2
e5f6
c2e3
f6e6
f2e1
e6f7
e1d2
f7g7
d2c3
g7f6
c3d4
f6e6
d4c5
d6f7
e3c2
e6f6
c2d4
f7e5
c5b6
e5f7
b6c5
f7h8
d4c6
h8g6
c5d4
f6g5
d4d5
g5f6
c6a5
g6e7
d5e4
e7f5
e4f4
f5e7
f4e4
f6g5
a5c4
h5h4
f3f4
g5g4
g3h4
e7g8
c4d6
g4h3
d6b5
g8f6
e4e3
f6h5
e3f3
h5f6
b5c7
f6g4
c7d5
h3h4
d5e7
h4h5
e7c6
g4h2
f3g3
h2g4
c6e7
g4h6
e7c6
h6f7
g3f3
f7g5
f3e3
h5g6
c6b4
g6f6
b4d5
f6f5
d5c7
f5g6
c7e8
g5f7
e3e4
g6h5
e4f5
f7h8
e8g7
h5h4
f5f6
h4h3
f6e6
h3g4
f4f5
g4g5
f5f6
g5h6
g7f5
h6g6
f5d6
g6h7
d6f7
h8g6
e6d7
h7g8
d7e8
g6f4
f7d6
g8h7
f6f7
f4g6
d6f5
g6e5
f7f8q
h7g6
f5g3
e5d7
e8d7
g6h7
f8f6
h7g8
g3h5
g8h7
f6g7
