d2d4
d7d5
c1f4
e7e6
e2e3
c7c5
g1f3
g8f6
f1e2
f8e7
d4c5
e7c5
e1g1
b8d7
c2c4
d5c4
d1c2
b7b6
f1d1
e8g8
b1c3
d8e8
f4g3
c8b7
f3d2
f6d5
d2c4
d5c3
b2c3
b7c6
h2h3
f7f5
a2a4
e8g6
e2f1
c5e7
a4a5
f8d8
g3d6
e7h4
a5b6
a7b6
d6c7
d8f8
c2b3
c6d5
a1a8
f8a8
b3b5
d7f6
c4b6
a8f8
g2g3
d5e4
f1c4
g8h8
c4e6
f8e8
e6c4
h4g5
b6d7
f6d7
b5d7
e4c6
d7f7
g5f6
f7g6
h7g6
c7b6
h8h7
d1c1
g6g5
c4e2
e8b8
b6c5
b8b3
c3c4
h7g6
c5d6
c6e4
g1f1
f6b2
c1d1
e4c6
g3g4
f5g4
e2g4
b2c3
d6c5
c3f6
c5d4
c6e4
c4c5
g6f7
f1e1
b3b4
d4f6
g7f6
d1d7
f7g6
f2f3
e4f5
d7c7
b4b3
e1d2
b3a3
c5c6
a3a2
d2c3
a2c2
c3b3
c2c5
e3e4
f5g4
h3g4
c5c1
b3a2
c1f1
a2b2
f1h1
c7e7
h1h4
c6c7
h4h8
b2c3
h8h1
c3d4
h1c1
d4d5
c1c2
d5d6
g6h6
e7e8
h6g6
e8f8
c2c7
d6c7
g6g7
f8b8
f6f5
e4f5
g7f7
b8c8
f7e7
c8b8
e7f7
c7d7
f7f6
b8e8
f6g7
d7e7
g7h6
e8g8
h6h7
e7f8
h7h6
f8e7
h6h7
e7f7
h7h6
