e2e4
e7e6
b1c3
d7d5
d2d4
f8b4
e4d5
e6d5
f1d3
g8f6
g1f3
b8c6
e1g1
e8g8
h2h3
h7h6
f1e1
a7a6
c1f4
c8e6
a2a3
b4d6
d1d2
d6f4
d2f4
d8d6
f4d6
c7d6
g2g4
g7g5
c3a4
f6d7
e1e3
a8c8
a4c3
g8g7
c3e2
c8d8
e2g3
d7f6
g1g2
c6e7
a3a4
d8c8
c2c3
f8e8
a1e1
e7g6
g3f5
e6f5
d3f5
e8e3
e1e3
c8c4
f5g6
f7g6
e3e7
g7f8
e7b7
c4a4
h3h4
f6e4
g2f1
a4a1
f1e2
a1b1
h4g5
h6g5
f3d2
e4d2
e2d2
a6a5
b2b4
a5b4
c3b4
b1b2
d2c3
b2f2
b4b5
f8e8
b7g7
e8d8
g7g6
d8c7
g6g5
f2g2
g5g6
g2g3
c3b4
g3g1
g4g5
g1b1
b4a4
b1a1
a4b3
a1b1
b3a4
b1a1
a4b3
a1b1
