e2e4
e7e5
g1f3
g8f6
b1c3
b8c6
h2h3
f8c5
f1b5
c6d4
e1g1
d4b5
c3b5
d7d6
b5c3
e8g8
d2d3
a7a5
c1e3
c5e3
f2e3
c7c6
a2a4
d8b6
d3d4
b6b2
d1d2
b2b6
d4e5
d6e5
f3e5
b6c7
e5d3
f8e8
f1f4
c8e6
d2f2
f6d7
a1b1
a8d8
f2e1
e6c4
b1d1
f7f6
c3e2
b7b5
e2d4
b5b4
f4g4
c4d3
c2d3
d7e5
g4g3
c6c5
d4f5
g7g6
e1f1
e5f7
f1f4
c7f4
e3f4
c5c4
f5e3
c4c3
e3c4
b4b3
g3e3
d8d4
d1c1
b3b2
c4b2
c3b2
c1b1
e8b8
e3e2
d4b4
g1f2
f7d8
e2c2
d8e6
g2g3
f6f5
f2e3
f5e4
d3e4
b4b3
e3f2
b8b4
f2f1
g8g7
f1g2
g7f7
h3h4
f7f6
g2f1
b4e4
b1b2
b3g3
b2b6
g3f3
c2f2
f3f2
f1f2
e4f4
f2g3
f4a4
b6a6
f6f5
g3f3
e6f4
h4h5
a4a3
f3f2
f4h5
f2e1
h5f4
a6a8
h7h5
a8h8
h5h4
h8b8
h4h3
b8h8
f5g4
h8h6
g4g3
e1d1
a3f3
d1d2
h3h2
d2c2
g3g2
c2c1
f3f2
c1d1
f4h5
h6g6
g2h3
d1e1
f2a2
e1f1
h2h1q
g6g1
h5g3
f1e1
h1g1
