g1f3
b8c6
e2e4
e7e6
d2d4
h7h6
d4d5
e6d5
e4d5
c6b8
c1e3
g8f6
h2h3
c7c6
b1c3
f8b4
d1d4
b4c3
d4c3
e8g8
e1c1
f6d5
d1d5
c6d5
e3d4
f7f6
c3c5
d8e8
c5d5
e8e6
f1c4
e6d5
c4d5
g8h7
d4e3
b8c6
h1d1
f6f5
a2a4
f8d8
f3d4
c6e7
d5b3
d7d5
e3f4
c8d7
c1b1
a8c8
f2f3
e7g6
f4c1
g6e5
d4e2
d8e8
e2f4
c8d8
c2c3
d7c6
f4d5
d8d7
d5b4
a7a5
b4c6
d7d1
b3d1
b7c6
b1c2
h7g6
b2b4
e5f7
f3f4
f7d6
d1f3
d6e4
c2b3
e8d8
b4a5
d8b8
b3a2
b8a8
a2b3
c6c5
g2g4
a8a7
f3e2
e4g3
g4f5
g6f6
e2b5
a7a5
c1e3
g3e4
b3c4
h6h5
c4d3
e4d6
c3c4
f6f5
e3c5
d6b5
a4b5
a5a1
c5b4
a1d1
d3c3
f5e6
c4c5
e6d7
c3c4
d1c1
c4d4
c1d1
d4c4
d1c1
b4c3
g7g6
c4d4
d7c8
d4c4
c1c2
c5c6
c8c7
c4d4
c7b6
d4c4
c2c1
c4b4
c1d1
b4c4
d1c1
h3h4
b6c7
c4d3
c1b1
c3a5
c7d6
d3c4
b1c1
c4d3
c1a1
a5b4
d6c7
b4c3
a1a4
c3d4
a4b4
d4e5
c7d8
d3c3
b4b5
c3c4
b5b1
c4c5
d8e7
c5d5
b1h1
e5d6
e7e8
d6c5
e8d8
d5e6
d8c7
c5e7
h1a1
e6f6
a1a4
f6g6
a4c4
g6g5
c7c6
f4f5
c6d5
f5f6
d5e6
e7f8
c4a4
f8e7
a4a8
g5h6
e6f7
h6h5
a8a5
h5h6
a5b5
e7a3
f7f6
a3f8
f6f5
h6h7
f5f4
h7g7
b5b7
g7g6
b7b6
g6f7
b6b1
f7g6
b1g1
g6f7
g1f1
f8g7
f1e1
f7g6
e1g1
g6f7
g1d1
g7f6
d1h1
f7g7
f4f5
f6d8
h1g1
d8g5
g1b1
g7f7
b1g1
f7f8
g1b1
f8f7
b1b8
f7e7
f5g6
g5e3
b8b3
e3d2
b3b5
d2f4
b5b3
f4g5
b3b7
e7d8
b7b6
d8c7
b6b4
c7c6
g6f5
c6c7
b4b1
c7c6
b1h1
c6c5
f5e5
g5e7
h1e1
c5c4
e1e4
c4c3
e4e3
c3c4
e3e1
c4c3
e1e4
c3d2
e4f4
d2e3
e5f5
e7f6
f4f1
f6g5
f1d1
e3e2
d1d7
e2e3
d7b7
g5d8
b7a7
e3f3
a7h7
f3e3
h7a7
d8g5
a7h7
e3d2
f5e4
d2c2
h7h8
g5e7
h8c8
c2d1
c8c6
d1e1
c6e6
e7f8
e6c6
e1d2
c6c4
