g1f3
d7d5
c2c4
d5d4
b2b4
c7c5
d2d3
c5b4
e2e3
d4e3
f2e3
b8c6
c1b2
g8f6
d3d4
e7e5
d4d5
e5e4
f3d2
c6a5
b2d4
b7b5
d1c2
c8b7
a2a3
b4b3
c2c3
a8c8
d4f6
g7f6
d2e4
f8e7
b1d2
b7d5
a1d1
a5c4
d2b3
h8g8
e4g3
g8g5
b3d4
c4e3
c3e3
g5e5
g3f5
e5e3
f5e3
d8a5
e1f2
d5a8
f1b5
e8f8
h1e1
e7c5
b5e2
a5b6
d1c1
c8e8
c1c5
b6c5
d4f5
a8e4
f5g3
e4g2
e2b5
e8e5
f2g2
c5b5
g3f5
b5b2
g2g1
b2a3
g1f2
a3b4
e1e2
e5f5
e3f5
b4f4
f2g2
f4f5
h2h3
f5g5
g2h2
g5e5
e2e5
f6e5
h2g2
a7a5
h3h4
a5a4
g2f1
a4a3
f1g1
a3a2
g1f1
a2a1q
f1g2
h7h5
g2f2
a1d1
f2g2
f7f5
g2f2
f5f4
f2g2
d1e2
g2h1
f4f3
h1g1
e2g2
