e2e4
e7e5
g1f3
d8e7
f1c4
b8c6
b1c3
c6d4
c3d5
e7c5
d2d3
d4f3
d1f3
g8e7
c1g5
b7b5
c4b3
c8b7
d5e7
f7f6
g5f6
g7f6
f3f6
c5b4
c2c3
b4e7
f6h8
e8c8
h8g8
e7d6
g8g3
f8e7
e1g1
d8f8
a2a4
b5b4
a4a5
b7a6
b3c4
a6c4
d3c4
d6e6
g3d3
h7h5
c3b4
e7b4
d3d5
c7c6
d5e6
d7e6
a1a4
b4e7
a5a6
e7c5
b2b4
c5d4
a4a3
h5h4
a3h3
f8f4
c4c5
c8d7
g2g3
h4g3
h2g3
f4f7
h3h8
d7e7
h8a8
e7f6
a8c8
f7d7
c8c6
f6f7
b4b5
f7e7
g1g2
d7d8
b5b6
a7b6
c5b6
e7f6
f1d1
d8g8
b6b7
g8b8
c6c8
d4b6
c8b8
f6e7
b8g8
b6a7
g8g7
e7f6
d1d7
a7c5
d7f7
