g1f3
e7e6
e2e4
f8e7
c2c3
d7d6
d2d4
b8d7
c1f4
h7h6
h2h3
g8f6
b1d2
a7a6
f1d3
c7c5
e1g1
c5d4
c3d4
e6e5
f4g3
f6h5
g3h2
e5d4
f3d4
h5f6
d2c4
d7c5
c4e3
e8g8
d4f5
c8f5
e3f5
f8e8
d3c2
c5e4
c2e4
f6e4
d1d5
e7f8
a1e1
e4f6
d5b7
a8b8
b7a6
b8b2
e1e8
f6e8
a6a3
d8b8
a3a6
b2b1
g2g4
g7g6
f5e3
b1f1
a6f1
b8b4
h2g3
b4a3
f1b5
e8f6
b5c4
a3a8
h3h4
f8e7
a2a4
d6d5
c4d4
a8a6
g3f4
a6c6
g4g5
f6e8
e3d5
e7d8
g1h2
e8g7
g5h6
g7f5
d4e5
d8h4
e5b8
g8h7
f4e5
f7f6
b8c7
c6c7
e5c7
h4f2
d5f6
h7h8
f6g4
f2a7
a4a5
h8h7
c7b6
a7b8
h2g2
f5e7
b6c5
e7c6
a5a6
g6g5
g2f2
h7g6
f2e3
c6a7
e3d4
a7b5
d4c4
b5c7
a6a7
b8a7
c5a7
g6h7
a7d4
c7a6
d4e5
h7g6
e5h2
g6f7
c4b5
a6c7
h2c7
f7f8
b5c5
f8f7
c5d6
f7f8
d6d5
f8f7
c7h2
f7g8
h2b8
g8h7
b8d6
h7g8
d6e5
g8f7
e5d6
f7g8
d5e6
g8h7
e6f5
h7g8
g4e5
g8h8
f5g5
h8h7
g5h5
h7g8
h5g6
g8h8
d6a3
h8g8
a3d6
g8h8
d6e7
h8g8
